date,rank,model_id,source,confidence,url
2026-07-23,1,tencent/hy3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-23,2,xiaomi/mimo-v2.5,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-23,3,deepseek/deepseek-v4-flash,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-23,4,z-ai/glm-5.2,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-23,5,minimax/minimax-m3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-24,1,tencent/hy3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-24,2,xiaomi/mimo-v2.5,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-24,3,deepseek/deepseek-v4-flash,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-24,4,z-ai/glm-5.2,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-24,5,minimax/minimax-m3,"modelgauntlet OpenRouter week view retrieved 2026-07-22 (Hy3 10.9T, MiMo-V2.5 9.4T, V4 Flash 5.4T).",exact_day,https://modelgauntlet.com/leaderboard/openrouter-usage/
2026-07-29,1,tencent/hy3,OpenRouter blog: GPT-5.6 Luna/Terra discounts started Jul 27 (Luna tokens later 13.8x). Flash 0731 not listed until Jul 31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-29,2,xiaomi/mimo-v2.5,OpenRouter blog: GPT-5.6 Luna/Terra discounts started Jul 27 (Luna tokens later 13.8x). Flash 0731 not listed until Jul 31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-29,3,deepseek/deepseek-v4-flash,OpenRouter blog: GPT-5.6 Luna/Terra discounts started Jul 27 (Luna tokens later 13.8x). Flash 0731 not listed until Jul 31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-29,4,openai/gpt-5.6-luna,OpenRouter blog: GPT-5.6 Luna/Terra discounts started Jul 27 (Luna tokens later 13.8x). Flash 0731 not listed until Jul 31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-29,5,minimax/minimax-m3,OpenRouter blog: GPT-5.6 Luna/Terra discounts started Jul 27 (Luna tokens later 13.8x). Flash 0731 not listed until Jul 31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-31,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-31,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-31,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-31,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-07-31,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-01,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-01,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-01,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-01,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-01,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-02,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-02,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-02,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-02,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-02,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-03,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-03,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-03,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-03,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-03,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-04,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-04,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-04,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-04,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-04,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-05,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-05,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-05,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-05,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-05,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-07,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-07,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-07,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-07,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-07,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-08,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-08,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-08,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-08,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-08,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-09,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-09,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-09,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-09,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-09,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-10,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-10,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-10,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-10,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-10,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-11,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-11,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-11,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-11,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-11,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-12,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-12,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-12,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-12,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-12,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-13,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-13,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-13,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-13,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-13,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-14,1,tencent/hy3,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-14,2,xiaomi/mimo-v2.5,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-14,3,deepseek/deepseek-v4-flash,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-14,4,openai/gpt-5.6-luna,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-14,5,deepseek/deepseek-v4-flash-0731,OpenRouter blog discount window through Aug 14. Flash 0731 first_seen 2026-07-31.,nearest,https://openrouter.ai/blog/insights/gpt-5-6-discounts-jevons-paradox/
2026-08-16,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-16,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-16,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-16,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-16,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-17,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-17,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-17,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-17,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-17,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-18,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-18,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-18,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-18,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-18,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-19,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-19,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-19,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-19,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-19,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-20,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-20,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-20,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-20,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-20,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-21,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-21,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-21,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-21,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-21,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-23,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-23,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-23,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-23,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-23,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-25,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-25,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-25,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-25,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-25,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-26,1,deepseek/deepseek-v4-flash-0731,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-26,2,openai/gpt-5.6-luna,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-26,3,tencent/hy3,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-26,4,xiaomi/mimo-v2.5,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-26,5,deepseek/deepseek-v4-flash,Post-discount window. Flash 0731 became the 30-day volume leader by early Sep. Ox Alpha listed Aug 21–26.,nearest,https://openrouter.ai/rankings
2026-08-28,1,deepseek/deepseek-v4-flash-0731,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
2026-08-28,2,openai/gpt-5.6-luna,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
2026-08-28,3,tencent/hy3,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
2026-08-28,4,xiaomi/mimo-v2.5,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
2026-08-28,5,z-ai/glm-5.3-flash,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
2026-08-29,1,deepseek/deepseek-v4-flash-0731,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
2026-08-29,2,openai/gpt-5.6-luna,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
2026-08-29,3,tencent/hy3,GLM 5.3 Flash first_seen 2026-08-27; Hy4 preview first_seen 2026-08-28. Month table as of Sep 8 still has Flash 0731 #1.,nearest,https://openrouter.ai/rankings
