date,model_id,input_per_mtok_usd,output_per_mtok_usd,source,confidence
2026-08-12,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-12,deepseek/deepseek-v4-flash-0731,0.08,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-12,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-12,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-12,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-13,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-13,deepseek/deepseek-v4-flash-0731,0.08,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-13,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-13,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-13,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-14,deepseek/deepseek-v4-flash,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-14,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-14,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-14,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-14,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-15,deepseek/deepseek-v4-flash,0.06566,0.13132,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-15,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-15,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-15,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-15,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-16,deepseek/deepseek-v4-flash,0.06146,0.12292,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-16,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-16,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-16,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-16,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-17,deepseek/deepseek-v4-flash,0.0826,0.1652,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-17,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-17,openai/gpt-5.6-luna,0.1,0.6,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-17,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-17,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-18,deepseek/deepseek-v4-flash,0.0826,0.1652,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-18,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-18,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-18,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-18,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-19,deepseek/deepseek-v4-flash,0.0826,0.1652,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-19,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-19,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-19,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-19,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-20,deepseek/deepseek-v4-flash,0.088606,0.177212,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-20,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-20,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-20,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-20,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-21,deepseek/deepseek-v4-flash,0.0826,0.1652,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-21,deepseek/deepseek-v4-flash-0731,0.08,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-21,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-21,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-21,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-22,deepseek/deepseek-v4-flash,0.06426,0.12852,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-22,deepseek/deepseek-v4-flash-0731,0.08,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-22,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-22,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-22,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-23,deepseek/deepseek-v4-flash,0.05026,0.10052,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-23,deepseek/deepseek-v4-flash-0731,0.08,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-23,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-23,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-23,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-24,deepseek/deepseek-v4-flash,0.0574,0.1148,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-24,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-24,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-24,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-24,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-25,deepseek/deepseek-v4-flash,0.0854,0.1708,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-25,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-25,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-25,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-25,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-26,deepseek/deepseek-v4-flash,0.0826,0.1652,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-26,deepseek/deepseek-v4-flash-0731,0.06,0.12,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-26,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-26,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-26,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-27,deepseek/deepseek-v4-flash,0.07798,0.15596,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-27,deepseek/deepseek-v4-flash-0731,0.06,0.12,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-27,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-27,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-27,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-28,deepseek/deepseek-v4-flash,0.0868,0.1736,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-28,deepseek/deepseek-v4-flash-0731,0.07,0.14,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-28,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-28,tencent/hy3,0.0825,0.33,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-28,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-29,deepseek/deepseek-v4-flash,0.08344,0.16688,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-29,deepseek/deepseek-v4-flash-0731,0.045,0.09,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-29,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-29,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-29,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-30,deepseek/deepseek-v4-flash,0.07952,0.15904,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-30,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-30,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-30,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-30,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-31,deepseek/deepseek-v4-flash,0.088606,0.177212,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-08-31,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-31,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-31,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-08-31,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-01,deepseek/deepseek-v4-flash,0.08092,0.16184,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-01,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-01,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-01,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-01,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-02,deepseek/deepseek-v4-flash,0.084,0.168,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-02,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-02,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-02,tencent/hy3,0.0825,0.33,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-02,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-03,deepseek/deepseek-v4-flash,0.084,0.168,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-03,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-03,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-03,tencent/hy3,0.0825,0.33,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-03,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-04,deepseek/deepseek-v4-flash,0.08806,0.17612,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-04,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-04,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-04,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-04,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-05,deepseek/deepseek-v4-flash,0.0847,0.1694,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-05,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-05,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-05,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-05,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-06,deepseek/deepseek-v4-flash,0.08022,0.16044,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-06,deepseek/deepseek-v4-flash-0731,0.04998,0.09996,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-06,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-06,tencent/hy3,0.132,0.528,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-06,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-07,deepseek/deepseek-v4-flash,0.088606,0.177212,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-07,deepseek/deepseek-v4-flash-0731,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-07,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-07,tencent/hy3,0.0825,0.33,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-07,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-08,deepseek/deepseek-v4-flash,0.08708,0.17416,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-08,deepseek/deepseek-v4-flash-0731,0.065,0.18,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-08,openai/gpt-5.6-luna,0.2,1.2,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
2026-09-08,tencent/hy3,0.0825,0.33,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",exact_day
2026-09-08,xiaomi/mimo-v2.5,0.14,0.28,"jvrck/openrouterlist data/history/prices.json (https://github.com/jvrck/openrouterlist, as_of 2026-09-09)",nearest
